"name[Blue Spice], eatType[coffee shop], area[city centre]"	The Blue Spice is a coffee shop in the city centre that is not family-friendly.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	A family-friendly pub near Rainbow Vegetarian Café in the city centre is The Vaults. It has a low customer rating and serves Italian food for less than £20.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves Italian food in the less than £20 price range. It is located in the riverside area near Rainbow Vegetarian Café. It is not family-friendly and has a low customer rating.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	There is a family friendly pub called The Vaults that serves Italian food in the riverside area near Rainbow Vegetarian Café. It has a low customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a moderately priced Italian pub located in the city centre near Rainbow Vegetarian Café. It is not kid friendly and has a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	In the city centre near Rainbow Vegetarian Café is a pub called The Vaults that serves Italian food and is kid friendly. It has a moderate price range and a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	Near Rainbow Vegetarian Café in the riverside area is a pub called The Vaults that serves Italian food and is not kid friendly. It has a moderate price range and a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves Italian food in the moderate price range. It is located in the riverside area near Rainbow Vegetarian Café. It is kid friendly and has a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a moderately priced Italian pub located in the city centre near Rainbow Vegetarian Café. It is not kid friendly and has a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	If you are looking for a kid friendly pub that serves Italian food in the city centre near Rainbow Vegetarian Café is The Vaults. It has a moderate price range and a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	In the riverside area near Rainbow Vegetarian Café is a pub called The Vaults. It serves Italian food and is not kid friendly. It has a moderate price range and a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves Italian food in the moderate price range. It is located in the riverside area near Rainbow Vegetarian Café. It is kid friendly and has a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves Italian food in the more than £30 price range. It is located in the city centre near Rainbow Vegetarian Café. It is not child friendly and has a high customer rating.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves Italian food in the more than £30 price range. It is located in the city centre near Rainbow Vegetarian Café. It is child friendly and has a high customer rating.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	In the riverside area near Rainbow Vegetarian Café is a pub called The Vaults. It serves Italian food and is not child friendly. The price range is more than £30.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Rainbow Vegetarian Café is a high rated Italian pub near Rainbow Vegetarian Café in the riverside area that is child friendly and has a price range of more than £30.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	"Located in the city centre near Rainbow Vegetarian Café, The Vaults is a Japanese pub with a price range of £20-25. It is not kid friendly and has a customer rating of 3 out of 5."
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves Japanese food in the £20-25 price range. It is located in the city centre near Rainbow Vegetarian Café. It is kid friendly and has a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	"Located near Rainbow Vegetarian Café in the riverside area, The Vaults is a Japanese pub with a price range of £20-25. It is not kid friendly and has a customer rating of 3 out of 5."
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	"Located near Rainbow Vegetarian Café in the riverside area, The Vaults is a kid friendly pub with a customer rating of 3 out of 5. It serves Japanese food and is in the £20-25 price range."
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	There is a pub called The Vaults that serves Japanese food in the £20-25 price range. It is located in the city centre near Rainbow Vegetarian Café. It has a high customer rating and is not kid friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	A highly rated Japanese pub near Rainbow Vegetarian Café in the city centre is The Vaults. It is kid friendly and has a price range of £20-25.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The Vaults is a pub that serves Japanese food in the £20-25 price range. It is located in the riverside area near Rainbow Vegetarian Café. It has a high customer rating and is not kid friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Vaults is a pub that serves Japanese food with a price range of £20-25. It is not kid friendly and has a high customer rating."
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves Japanese food in the £20-25 price range. It is located in the riverside area near Raja Indian Cuisine. It is kid friendly and has a high customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a cheap Japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a cheap Japanese pub located in the city centre near Raja Indian Cuisine. It is family friendly and has a customer rating of 5 out of 5.
